name,price,category,designer,sellable_online,depth,height,width,short_description
STIG,69.0,Bar furniture,Henrik Preutz,True,50.0,100.0,60.0,"        Bar stool with backrest,          74 cm"
NORBERG,225.0,Bar furniture,Marcus Arvonen,True,60.0,43.0,74.0,"        Wall-mounted drop-leaf table,          74x60 cm"
INGOLF,345.0,Bar furniture,Carina Bengs,True,45.0,91.0,40.0,"        Bar stool with backrest,          63 cm"
FRANKLIN,129.0,Bar furniture,K Hagberg/M Hagberg,True,44.0,95.0,50.0,"        Bar stool with backrest, foldable,          63 cm"
FRANKLIN,129.0,Bar furniture,K Hagberg/M Hagberg,True,44.0,95.0,50.0,"        Bar stool with backrest, foldable,          63 cm"
FRANKLIN,149.0,Bar furniture,K Hagberg/M Hagberg,True,44.0,103.0,52.0,"        Bar stool with backrest, foldable,          74 cm"
INGOLF,395.0,Bar furniture,Carina Bengs,True,45.0,102.0,40.0,"        Bar stool with backrest,          74 cm"
NORRARYD,395.0,Bar furniture,Nike Karlsson,True,47.0,103.0,46.0,"        Bar stool with backrest,          74 cm"
FREKVENS,177.0,Bar furniture,Nicholai Wiig Hansen,True,53.0,104.0,43.0,"        Bar stool with backrest, in/outdoor,          74 cm"
EKEDALEN,345.0,Bar furniture,Ehlen Johansson,True,52.0,114.0,43.0,"        Bar stool with backrest,          75 cm"
HENRIKSDAL,395.0,Bar furniture,Karl Malmvall,True,51.0,102.0,40.0,"        Bar stool with backrest frame,          74 cm"
JANINGE,595.0,Bar furniture,John/Jonas/Petrus/Paul/Caroline,True,36.0,84.0,38.0,"        Bar stool,          76 cm"
FRANKLIN,149.0,Bar furniture,K Hagberg/M Hagberg,True,44.0,103.0,52.0,"        Bar stool with backrest, foldable,          74 cm"
RASKOG,175.0,Bar furniture,Nike Karlsson,True,44.0,63.0,44.0,"        Bar stool,          63 cm"
JANINGE,595.0,Bar furniture,John/Jonas/Petrus/Paul/Caroline,True,36.0,84.0,38.0,"        Bar stool,          76 cm"
EKEDALEN,345.0,Bar furniture,Ehlen Johansson,True,51.0,114.0,43.0,"        Bar stool with backrest,          75 cm"
EKEDALEN,345.0,Bar furniture,Ehlen Johansson,True,52.0,114.0,43.0,"        Bar stool with backrest,          75 cm"
HENRIKSDAL,695.0,Bar furniture,Karl Malmvall,True,51.0,102.0,40.0,"        Bar stool with backrest,          74 cm"
HENRIKSDAL,435.0,Bar furniture,IKEA of Sweden/Karl Malmvall,True,51.0,102.0,40.0,"        Bar stool with backrest,          74 cm"
NORRAKER,395.0,Bar furniture,J Karlsson/N Karlsson,True,48.0,100.0,42.0,"        Bar stool with backrest,          74 cm"
NORDVIKEN,275.0,Bar furniture,Francis Cayouette,False,47.0,101.0,40.0,"        Bar stool with backrest,          75 cm"
BERNHARD,745.0,Bar furniture,Ola Wihlborg,True,50.0,90.0,48.0,"        Bar stool with backrest,          66 cm"
GLENN,445.0,Bar furniture,Marcus Arvonen,True,52.0,100.0,50.0,"        Bar stool,          77 cm"
RASKOG,175.0,Bar furniture,Nike Karlsson,True,44.0,63.0,44.0,"        Bar stool,          63 cm"
BRIMNES,895.0,Beds,IKEA of Sweden/K Hagberg/M Hagberg,True,54.0,110.0,96.0,"        Bed frame w storage and headboard,          90x200 cm"
PLATSA,2111.0,Beds,Ola Wihlborg/IKEA of Sweden,True,40.0,43.0,140.0,"        Bed frame with 4 drawers,          140x244x163 cm"
BRIMNES,575.0,Beds,K Hagberg/M Hagberg,True,54.0,47.0,96.0,"        Bed frame with storage,          90x200 cm"
MALM,920.0,Beds,IKEA of Sweden/Eva Lilja Lowenhielm,True,59.0,15.0,196.0,"        Bed frame, high, w 2 storage boxes,          180x200 cm"
BRIMNES,575.0,Beds,K Hagberg/M Hagberg/IKEA of Sweden,True,54.0,20.0,146.0,"        Bed frame with storage,          140x200 cm"
HEMNES,1495.0,Beds,Carina Bengs,True,70.0,18.0,89.0,"        Day-bed frame with 3 drawers,          80x200 cm"
MALM,670.0,Beds,Eva Lilja Lowenhielm,True,59.0,15.0,105.0,"        Bed frame, high, w 2 storage boxes,          90x200 cm"
PLATSA,2600.5,Beds,IKEA of Sweden,True,40.0,43.0,143.0,"        Bed frame with 10 doors,          143x244x223 cm"
HAMMARN,399.0,Beds,Jonas Hultqvist,True,85.0,78.0,128.0,"        Sofa-bed,          120 cm"
NORDLI,2290.0,Beds,Ola Wihlborg,True,51.0,16.0,240.0,"        Bed frame w storage and headboard,          140x200 cm"
SONGESAND,570.0,Beds,IKEA of Sweden,True,64.0,14.0,153.0,"        Bed frame with 2 storage boxes,          140x200 cm"
LYCKSELE,100.0,Beds,IKEA of Sweden,True,55.0,21.0,92.0,        Storage box 2-seat sofa-bed
HEMNES,1495.0,Beds,Carina Bengs,True,70.0,18.0,89.0,"        Day-bed frame with 3 drawers,          80x200 cm"
SLAKT,620.0,Beds,Ebba Strandmark/IKEA of Sweden,True,57.0,45.0,95.0,"        Underbed with storage,          90x200 cm"
NYHAMN,1470.0,Beds,IKEA of Sweden/L Hilland/Lisa Hilland,True,97.0,90.0,200.0,        Sofa-bed with triple cushion
SLAKT,1395.0,Beds,IKEA of Sweden/Ebba Strandmark,True,57.0,14.0,96.0,"        Bed frame w storage+slatted bedbase,          90x200 cm"
BRIMNES,220.0,Beds,K Hagberg/M Hagberg,True,28.0,111.0,146.0,"        Headboard with storage compartment,          140 cm"
HEMNES,2185.0,Beds,Carina Bengs/IKEA of Sweden,True,70.0,18.0,89.0,"        Day-bed w 3 drawers/2 mattresses,          80x200 cm"
NORDLI,1595.0,Beds,Ola Wihlborg,True,51.0,16.0,140.0,"        Bed frame with storage,          140x200 cm"
VALLENTUNA,1848.0,Beds,Fredriksson/L Lowenhielm/Hilland,True,93.0,84.0,113.0,        Sofa-bed module with backrests
VITVAL,200.0,Beds,IKEA of Sweden,True,45.0,73.0,95.0,"        Desk top,          95x45 cm"
PLATSA,2307.0,Beds,IKEA of Sweden,True,40.0,43.0,140.0,"        Bed frame with 10 drawers,          140x244x103 cm"
PLATSA,1195.0,Beds,IKEA of Sweden,True,40.0,43.0,140.0,"        Bed frame with storage,          140x200 cm"
PLATSA,3339.0,Beds,Ola Wihlborg/IKEA of Sweden,True,40.0,43.0,140.0,"        Bed frame with 6 doors+12 drawers,          140x244x203 cm"
BRIMNES,1095.0,Beds,K Hagberg/M Hagberg,True,53.0,21.0,86.0,"        Day-bed frame with 2 drawers,          80x200 cm"
SONGESAND,1245.0,Beds,IKEA of Sweden,True,64.0,14.0,153.0,"        Bed frame with 4 storage boxes,          140x200 cm"
SLAKT,1260.0,Beds,Ebba Strandmark/IKEA of Sweden,True,53.0,35.0,96.0,"        Bed frame with 3 storage boxes,          90x200 cm"
LYCKSELE MURBO,1445.0,Beds,IKEA of Sweden,True,100.0,87.0,142.0,        Two-seat sofa-bed
PLATSA,1767.0,Beds,IKEA of Sweden,True,40.0,43.0,141.0,"        Bed frame with 2 drawers,          142x244x103 cm"
PLATSA,2905.0,Beds,IKEA of Sweden,True,40.0,43.0,141.0,"        Bed frame with 4 doors+6 drawers,          140x200x223 cm"
VALLENTUNA,1160.0,Beds,Fredriksson/L Lowenhielm/Hilland,True,100.0,45.0,80.0,        Sofa-bed module
BRIMNES,220.0,Beds,K Hagberg/M Hagberg,True,28.0,110.0,96.0,"        Headboard with storage compartment,          90 cm"
PLATSA,2163.5,Beds,IKEA of Sweden,True,40.0,43.0,141.0,"        Bed frame with 2 door+3 drawers,          142x244x163 cm"
GRALVIKEN,1995.0,Beds,IKEA of Sweden,True,86.0,74.0,225.0,        3-seat sofa-bed
HOLMSUND,2295.0,Beds,K Hagberg/M Hagberg,True,99.0,96.0,230.0,        Three-seat sofa-bed
PLATSA,1611.0,Beds,IKEA of Sweden,True,40.0,42.0,141.0,"        Bed frame with 4 drawers,          142x244x43 cm"
GRONLID,3595.0,Beds,IKEA of Sweden/Francis Cayouette/Ehlen Johansson,True,98.0,104.0,196.0,        2-seat sofa-bed
GRONLID,7610.0,Beds,Francis Cayouette/Ehlen Johansson/IKEA of Sweden,True,164.0,104.0,252.0,"        Corner sofa-bed, 5-seat"
BRIMNES,1795.0,Beds,IKEA of Sweden/K Hagberg/M Hagberg,True,53.0,21.0,86.0,"        Day-bed w 2 drawers/2 mattresses,          80x200 cm"
SLAKT,295.0,Beds,Ebba Strandmark,True,53.0,35.0,62.0,"        Storage box with castors,          62x62x35 cm"
BRATHULT,1991.0,Beds,Lisa Hilland/David Wahl/IKEA of Sweden,True,78.0,69.0,212.0,        Corner sofa-bed
PLATSA,2210.0,Beds,IKEA of Sweden,True,40.0,43.0,140.0,"        Bed frame with storage,          140x244x223 cm"
NYHAMN,1445.0,Beds,IKEA of Sweden/L Hilland/Lisa Hilland,True,97.0,90.0,200.0,        3-seat sofa-bed
LIDHULT,9585.0,Beds,Henrik Preutz/IKEA of Sweden,True,164.0,102.0,387.0,"        Corner sofa-bed, 6-seat"
VALLENTUNA,5780.0,Beds,Ehlen Johansson,True,93.0,84.0,266.0,        Modular corner sofa 3-seat+sofa-bed
LIDHULT,3340.0,Beds,IKEA of Sweden/Henrik Preutz,True,97.0,95.0,160.0,        2-seat sofa-bed section
FLOTTEBO,2236.0,Beds,C Halskov/H Dalsgaard,True,120.0,79.0,200.0,"        Sofa-bed with side table,          120 cm"
VIMLE,4645.0,Beds,Ehlen Johansson/IKEA of Sweden,True,98.0,83.0,271.0,        3-seat sofa-bed
NYHAMN,1295.0,Beds,IKEA of Sweden/L Hilland/Lisa Hilland,True,97.0,90.0,200.0,        3-seat sofa-bed
HOLMSUND,2995.0,Beds,K Hagberg/M Hagberg/IKEA of Sweden,True,151.0,96.0,230.0,        Corner sofa-bed
VALLENTUNA,4320.0,Beds,Ehlen Johansson,True,113.0,84.0,186.0,        2-seat modular sofa w 2 sofa-beds
FLOTTEBO,1596.0,Beds,C Halskov/H Dalsgaard,True,90.0,79.0,200.0,"        Sofa-bed,          90 cm"
NYHAMN,1520.0,Beds,IKEA of Sweden/L Hilland,True,97.0,90.0,200.0,        Sofa-bed with triple cushion
SVARTA,300.0,Beds,Tord Bjorklund,True,88.0,2.0,200.0,        Desk top
LIDHULT,7785.0,Beds,IKEA of Sweden/Henrik Preutz,True,98.0,102.0,294.0,"        Corner sofa-bed, 5-seat"
GRONLID,4270.0,Beds,Francis Cayouette/Ehlen Johansson/IKEA of Sweden,True,98.0,104.0,231.0,        3-seat sofa-bed
FRIHETEN,1845.0,Beds,IKEA of Sweden,True,105.0,83.0,225.0,        3-seat sofa-bed
VIMLE,2945.0,Beds,Ehlen Johansson/IKEA of Sweden,True,98.0,83.0,160.0,        2-seat sofa-bed section
GRONLID,4790.0,Beds,IKEA of Sweden/Ehlen Johansson/Francis Cayouette,True,164.0,104.0,277.0,        3-seat sofa-bed
LIDHULT,4841.0,Beds,IKEA of Sweden/Henrik Preutz,True,97.0,95.0,160.0,        2-seat sofa-bed section
VALLENTUNA,2932.0,Beds,IKEA of Sweden/Fredriksson/L Lowenhielm/Hilland,True,113.0,84.0,186.0,        2-seat modular sofa with sofa-bed
GRONLID,4390.0,Beds,Francis Cayouette/Ehlen Johansson/IKEA of Sweden,True,98.0,104.0,267.0,        3-seat sofa-bed
VIMLE,3355.0,Beds,IKEA of Sweden/Ehlen Johansson,True,98.0,83.0,190.0,        2-seat sofa-bed
FLOTTEBO,1676.0,Beds,C Halskov/H Dalsgaard,True,90.0,79.0,200.0,"        Sofa-bed with side table,          90 cm"
LYCKSELE LOVAS,1345.0,Beds,IKEA of Sweden,True,100.0,87.0,142.0,        2-seat sofa-bed
GRONLID,6110.0,Beds,Ehlen Johansson/Francis Cayouette/IKEA of Sweden,True,98.0,104.0,235.0,"        Corner sofa-bed, 4-seat"
VIMLE,7765.0,Beds,Ehlen Johansson/IKEA of Sweden,True,98.0,83.0,349.0,"        Corner sofa-bed, 5-seat"
LIDHULT,4040.0,Beds,IKEA of Sweden/Henrik Preutz,True,98.0,102.0,208.0,        2-seat sofa-bed
VIMLE,4120.0,Beds,Ehlen Johansson/IKEA of Sweden,True,98.0,83.0,246.0,        3-seat sofa-bed
VIMLE,4265.0,Beds,Ehlen Johansson/IKEA of Sweden,True,98.0,83.0,261.0,        3-seat sofa-bed
FLOTTEBO,1996.0,Beds,C Halskov/H Dalsgaard,True,120.0,79.0,200.0,"        Sofa-bed,          120 cm"
LIDHULT,5840.0,Beds,IKEA of Sweden/Henrik Preutz,True,164.0,102.0,298.0,        3-seat sofa-bed
LYCKSELE HAVET,1645.0,Beds,IKEA of Sweden,True,100.0,87.0,142.0,        Two-seat sofa-bed
GRONLID,3145.0,Beds,IKEA of Sweden/Francis Cayouette/Ehlen Johansson,True,98.0,104.0,160.0,        2-seat sofa-bed section
LIDHULT,7873.0,Beds,Henrik Preutz/IKEA of Sweden,True,164.0,102.0,298.0,        3-seat sofa-bed
LIDHULT,5553.0,Beds,IKEA of Sweden/Henrik Preutz,True,98.0,102.0,208.0,        2-seat sofa-bed
JONAXEL,135.0,Bookcases & shelving units,IKEA of Sweden,True,51.0,70.0,25.0,"        Frame with mesh baskets,          25x51x70 cm"
OLAUS,290.0,Bookcases & shelving units,IKEA of Sweden,True,36.0,181.0,92.0,"        1 shelf section,          92x36x181 cm"
JONAXEL,915.0,Bookcases & shelving units,IKEA of Sweden,True,51.0,173.0,198.0,"        Frame/mesh baskts/clths rl/shlv uts,          198x51x173 cm"
KOLBJORN,345.0,Bookcases & shelving units,IKEA of Sweden,True,35.0,81.0,80.0,"        Cabinet in/outdoor,          80x81 cm"
JONAXEL,375.0,Bookcases & shelving units,IKEA of Sweden,True,51.0,160.0,182.0,"        Shelving unit,          182x51x160 cm"
GERSBY,95.0,Bookcases & shelving units,IKEA of Sweden,True,24.0,180.0,60.0,"        Bookcase,          60x180 cm"
KALLAX,115.0,Bookcases & shelving units,Tord Bjorklund,True,39.0,77.0,77.0,"        Shelving unit,          77x77 cm"
LACK,199.0,Bookcases & shelving units,C Halskov/H Dalsgaard,True,28.0,190.0,30.0,"        Wall shelf unit,          30x190 cm"
HYLLIS,59.0,Bookcases & shelving units,IKEA of Sweden,True,27.0,140.0,60.0,"        Shelving unit,          60x27x140 cm"
KALLAX,250.0,Bookcases & shelving units,Tord Bjorklund,True,39.0,147.0,77.0,"        Shelving unit,          77x147 cm"
JONAXEL,175.0,Bookcases & shelving units,IKEA of Sweden,True,38.0,160.0,80.0,"        Shelving unit,          80x38x160 cm"
HYLLIS,39.0,Bookcases & shelving units,IKEA of Sweden,True,27.0,74.0,60.0,"        Shelving unit,          60x27x74 cm"
LAIVA,85.0,Bookcases & shelving units,Jon Karlsson,True,24.0,165.0,62.0,"        Bookcase,          62x165 cm"
KALLAX,30.0,Bookcases & shelving units,Chenyi Ke,True,12.0,35.0,33.0,        Shelf insert
VITTSJO,245.0,Bookcases & shelving units,Johan Kroon,True,36.0,93.0,100.0,"        Shelving unit,          100x93 cm"
BILLY,185.0,Bookcases & shelving units,Gillis Lundgren,True,28.0,202.0,80.0,"        Bookcase,          80x28x202 cm"
JONAXEL,75.0,Bookcases & shelving units,IKEA of Sweden,True,51.0,70.0,25.0,"        Shelving unit,          25x51x70 cm"
KALLAX,450.0,Bookcases & shelving units,IKEA of Sweden/Tord Bjorklund,True,159.0,147.0,77.0,"        Desk combination,          77x147x159 cm"
KALLAX,195.0,Bookcases & shelving units,Tord Bjorklund,True,39.0,147.0,42.0,"        Shelving unit,          42x147 cm"
VITTSJO,225.0,Bookcases & shelving units,Johan Kroon,True,36.0,175.0,51.0,"        Shelving unit,          51x175 cm"
HEJNE,165.0,Bookcases & shelving units,IKEA of Sweden,True,31.0,171.0,78.0,"        1 section,          78x31x171 cm"
LOMMARP,476.0,Bookcases & shelving units,Francis Cayouette,True,34.0,199.0,65.0,"        Bookcase,          65x199 cm"
IVAR,295.0,Bookcases & shelving units,IKEA of Sweden,True,30.0,83.0,80.0,"        Cabinet,          80x30x83 cm"
FJALLBO,495.0,Bookcases & shelving units,Johan Kroon,True,36.0,95.0,100.0,"        Shelving unit,          100x95 cm"
KALLAX,500.0,Bookcases & shelving units,Tord Bjorklund,True,39.0,147.0,77.0,"        Shelving unit with 4 inserts,          77x147 cm"
BILLY,95.0,Bookcases & shelving units,Gillis Lundgren,True,28.0,106.0,40.0,"        Bookcase,          40x28x106 cm"
EKET,656.0,Bookcases & shelving units,IKEA of Sweden/Jon Karlsson,True,35.0,210.0,80.0,"        Wall-mounted cabinet combination,          80x35x210 cm"
BILLY,1510.0,Bookcases & shelving units,Gillis Lundgren/IKEA of Sweden,True,28.0,237.0,280.0,"        Bookcase,          215/135x28x237 cm"
EKET,220.0,Bookcases & shelving units,Jon Karlsson,True,25.0,70.0,70.0,"        Cabinet w 2 doors and 2 shelves,          70x25x70 cm"
GNEDBY,125.0,Bookcases & shelving units,IKEA of Sweden,True,17.0,202.0,20.0,"        Shelving unit,          202 cm"
IVAR,570.0,Bookcases & shelving units,IKEA of Sweden,True,30.0,155.0,80.0,"        Storage unit with foldable table,          80x30-104x155 cm"
EKET,620.0,Bookcases & shelving units,Jon Karlsson,True,35.0,80.0,140.0,"        Cabinet combination with legs,          140x35x80 cm"
BILLY / OXBERG,915.0,Bookcases & shelving units,Gillis Lundgren,True,30.0,202.0,120.0,"        Bookcase with glass-doors,          120x30x202 cm"
FINNBY,149.0,Bookcases & shelving units,IKEA of Sweden,True,24.0,180.0,60.0,"        Bookcase,          60x180 cm"
VITTSJO,395.0,Bookcases & shelving units,Johan Kroon,True,36.0,175.0,100.0,"        Shelving unit,          100x175 cm"
BILLY / OXBERG,385.0,Bookcases & shelving units,Gillis Lundgren,True,30.0,202.0,80.0,"        Bookcase with doors,          80x30x202 cm"
IVAR,345.0,Bookcases & shelving units,Sarah Fager,True,30.0,83.0,80.0,"        Cabinet with doors,          80x83 cm"
VILTO,275.0,Bookcases & shelving units,Maja Ganszyniec,True,26.0,150.0,46.0,"        Shelving unit,          46x150 cm"
BILLY,115.0,Bookcases & shelving units,Gillis Lundgren,True,28.0,106.0,80.0,"        Bookcase,          80x28x106 cm"
KALLAX,725.0,Bookcases & shelving units,IKEA of Sweden,True,39.0,182.0,182.0,"        Shelving unit,          182x182 cm"
BILLY / OXBERG,575.0,Bookcases & shelving units,Gillis Lundgren,True,30.0,202.0,80.0,"        Bookcase,          80x30x202 cm"
EKET,400.0,Bookcases & shelving units,Jon Karlsson/IKEA of Sweden,True,25.0,175.0,70.0,"        Wall-mounted storage combination,          70x25x175 cm"
JONAXEL,135.0,Bookcases & shelving units,IKEA of Sweden,True,51.0,70.0,25.0,"        Frame/wire baskets/top shelf,          25x51x70 cm"
BESTA,920.0,Bookcases & shelving units,IKEA of Sweden/Carl Ojerstam,True,42.0,74.0,120.0,"        Storage combination with doors,          120x42x74 cm"
FJALLBO,295.0,Bookcases & shelving units,Johan Kroon,True,36.0,136.0,51.0,"        Shelving unit,          51x136 cm"
HEMNES,796.0,Bookcases & shelving units,Carina Bengs,True,37.0,197.0,90.0,"        Bookcase,          90x197 cm"
KALLAX,345.0,Bookcases & shelving units,Tord Bjorklund,True,39.0,147.0,42.0,"        Shelving unit with 2 inserts,          42x147 cm"
HYLLIS,84.0,Bookcases & shelving units,IKEA of Sweden,True,27.0,140.0,60.0,"        Shelving unit with cover,          60x27x140 cm"
BILLY / OXBERG,315.0,Bookcases & shelving units,Gillis Lundgren,True,30.0,106.0,80.0,"        Bookcase with doors,          80x30x106 cm"
KALLAX,115.0,Bookcases & shelving units,IKEA of Sweden,True,39.0,42.0,77.0,"        Shelving unit,          77x42 cm"
BRUSALI,237.0,Bookcases & shelving units,IKEA of Sweden,True,33.0,190.0,67.0,"        Bookcase,          67x190 cm"
KALLAX,450.0,Bookcases & shelving units,Tord Bjorklund,True,39.0,147.0,77.0,"        Shelving unit with doors,          77x147 cm"
BESTA / EKET,1719.0,Bookcases & shelving units,Jon Karlsson/IKEA of Sweden,True,40.0,220.0,210.0,"        Cabinet combination for TV,          210x40x220 cm"
STUK,35.0,Bookcases & shelving units,IKEA of Sweden,True,51.0,18.0,55.0,"        Storage case,          55x51x18 cm"
JONAXEL,15.0,Bookcases & shelving units,IKEA of Sweden,True,51.0,15.0,25.0,"        Wire basket,          25x51x15 cm"
BRIMNES,445.0,Bookcases & shelving units,K Hagberg/M Hagberg,True,35.0,190.0,60.0,"        Bookcase,          60x190 cm"
OLAUS,145.0,Bookcases & shelving units,IKEA of Sweden,True,36.0,94.0,92.0,"        Shelving unit,          92x36x94 cm"
BILLY,345.0,Bookcases & shelving units,Gillis Lundgren,True,28.0,106.0,240.0,"        Bookcase,          240x28x106 cm"
IVAR,420.0,Bookcases & shelving units,IKEA of Sweden,True,50.0,179.0,89.0,"        Shelving unit,          89x50x179 cm"
EKET,250.0,Bookcases & shelving units,IKEA of Sweden/Jon Karlsson,True,35.0,72.0,70.0,"        Cabinet combination with feet,          70x35x72 cm"
KOLBJORN,345.0,Bookcases & shelving units,IKEA of Sweden,True,35.0,81.0,80.0,"        Cabinet in/outdoor,          80x81 cm"
BILLY,516.0,Bookcases & shelving units,Gillis Lundgren,True,30.0,202.0,80.0,"        Bookcase with glass-doors,          80x30x202 cm"
BILLY,585.0,Bookcases & shelving units,Gillis Lundgren,True,30.0,202.0,80.0,"        Bookcase with panel/glass doors,          80x30x202 cm"
FJALLBO,495.0,Bookcases & shelving units,Johan Kroon,True,36.0,136.0,100.0,"        Shelving unit,          100x136 cm"
KOLBJORN,695.0,Bookcases & shelving units,IKEA of Sweden,True,35.0,161.0,90.0,"        Cabinet in/outdoor,          90x161 cm"
IVAR,440.0,Bookcases & shelving units,Sarah Fager/IKEA of Sweden,True,30.0,124.0,89.0,"        Cabinet with doors,          89x30x124 cm"
VITTSJO,695.0,Bookcases & shelving units,Johan Kroon,True,36.0,175.0,202.0,"        TV storage combination,          202x36x175 cm"
ALGOT,509.0,Bookcases & shelving units,Francis Cayouette,True,41.0,199.0,132.0,"        Wall upright/shelves/drying rack,          132x41x199 cm"
BILLY,370.0,Bookcases & shelving units,Gillis Lundgren,True,28.0,202.0,160.0,"        Bookcase,          160x28x202 cm"
JONAXEL,180.0,Bookcases & shelving units,IKEA of Sweden,True,51.0,70.0,50.0,"        Frame/wire baskets/top shelf,          50x51x70 cm"
KALLAX,595.0,Bookcases & shelving units,Tord Bjorklund,True,39.0,112.0,147.0,"        Shelving unit with 4 inserts,          147x112 cm"
ALGOT,196.0,Bookcases & shelving units,Francis Cayouette,True,41.0,85.0,86.0,"        Wall upright/shelves,          86x41x85 cm"
EKET,640.0,Bookcases & shelving units,Jon Karlsson/IKEA of Sweden,True,25.0,70.0,175.0,"        Wall-mounted cabinet combination,          175x25x70 cm"
KALLAX,495.0,Bookcases & shelving units,Tord Bjorklund,True,39.0,147.0,147.0,"        Shelving unit,          147x147 cm"
EKET,435.0,Bookcases & shelving units,Jon Karlsson/IKEA of Sweden,True,35.0,107.0,105.0,"        Cabinet combination with feet,          105x35x107 cm"
EKET,978.0,Bookcases & shelving units,IKEA of Sweden/Jon Karlsson,True,35.0,70.0,105.0,"        Wall-mounted cabinet combination,          105x35x70 cm"
ALGOT,18.0,Bookcases & shelving units,Francis Cayouette,True,60.0,14.0,38.0,"        Mesh basket,          38x60x14 cm"
OLAUS,772.0,Bookcases & shelving units,IKEA of Sweden,True,36.0,181.0,197.0,"        2 shelf sections,          197x36x181 cm"
KALLAX,215.0,Bookcases & shelving units,Tord Bjorklund,True,39.0,77.0,77.0,"        Shelving unit with doors,          77x77 cm"
BILLY / BOTTNA,140.0,Bookcases & shelving units,K Hagberg/M Hagberg/Gillis Lundgren,True,28.0,106.0,40.0,"        Bookcase with display shelf,          40x28x106 cm"
LIATORP,4335.0,Bookcases & shelving units,Carina Bengs,True,38.0,214.0,276.0,"        Storage combination with doors,          276x214 cm"
HYLLIS,51.0,Bookcases & shelving units,IKEA of Sweden,True,27.0,74.0,60.0,"        Shelving unit with cover,          60x27x74 cm"
VITTSJO,620.0,Bookcases & shelving units,Johan Kroon,True,36.0,175.0,151.0,"        Storage combination,          151x36x175 cm"
EKET,265.0,Bookcases & shelving units,Jon Karlsson/IKEA of Sweden,True,35.0,80.0,35.0,"        Cabinet combination with legs,          35x35x80 cm"
KOLBJORN,225.0,Bookcases & shelving units,IKEA of Sweden,True,35.0,81.0,80.0,"        Shelving unit in/outdoor,          80x81 cm"
EKET,80.0,Bookcases & shelving units,IKEA of Sweden/Jon Karlsson,True,25.0,35.0,35.0,"        Wall-mounted shelving unit,          35x25x35 cm"
IVAR,275.0,Bookcases & shelving units,IKEA of Sweden,True,30.0,179.0,89.0,"        1 section/shelves,          89x30x179 cm"
EKET,235.0,Bookcases & shelving units,Jon Karlsson,True,35.0,70.0,70.0,"        Cabinet with 4 compartments,          70x35x70 cm"
EKET,347.0,Bookcases & shelving units,IKEA of Sweden/Jon Karlsson,True,25.0,72.0,70.0,"        Cabinet combination with feet,          70x25x72 cm"
VITTSJO,490.0,Bookcases & shelving units,Johan Kroon,True,36.0,93.0,200.0,"        Storage combination,          200x36x93 cm"
BESTA,1235.0,Bookcases & shelving units,IKEA of Sweden,True,40.0,74.0,180.0,"        Storage combination with doors,          180x40x74 cm"
KALLAX,350.0,Bookcases & shelving units,Tord Bjorklund,True,39.0,147.0,77.0,"        Shelving unit with doors,          77x147 cm"
STUK,35.0,Bookcases & shelving units,IKEA of Sweden,True,51.0,18.0,55.0,"        Storage case,          55x51x18 cm"
HEJNE,705.0,Bookcases & shelving units,IKEA of Sweden,True,50.0,171.0,307.0,"        4 sections/shelves,          307x50x171 cm"
JONAXEL,55.0,Bookcases & shelving units,IKEA of Sweden,True,51.0,70.0,25.0,"        Frame,          25x51x70 cm"
BESTA,925.0,Bookcases & shelving units,IKEA of Sweden,True,42.0,38.0,180.0,"        TV bench with doors,          180x42x38 cm"
LIATORP,995.0,Bookcases & shelving units,Carina Bengs,True,37.0,214.0,96.0,"        Bookcase,          96x214 cm"
BESTA,1620.0,Bookcases & shelving units,IKEA of Sweden/Marcus Arvonen,True,42.0,192.0,120.0,"        Storage combination w glass doors,          120x42x192 cm"
BROR,15.0,Bookcases & shelving units,IKEA of Sweden,True,5.0,7.0,3.0,"        Hook for post,          7x5x3 cm 2 pack"
BILLY,285.0,Bookcases & shelving units,Gillis Lundgren/IKEA of Sweden,True,28.0,237.0,80.0,"        Bookcase,          80x28x237 cm"
BESTA,1820.0,Bookcases & shelving units,Marcus Arvonen/IKEA of Sweden,True,42.0,240.0,120.0,"        Storage combination w doors/drawers,          120x42x240 cm"
BILLY / OXBERG,470.0,Bookcases & shelving units,Gillis Lundgren/K Hagberg/M Hagberg,True,30.0,202.0,40.0,"        Bookcase with panel/glass door,          40x30x202 cm"
BILLY / OXBERG,290.0,Bookcases & shelving units,K Hagberg/M Hagberg/Gillis Lundgren,True,30.0,106.0,40.0,"        Bookcase with door,          40x30x106 cm"
IVAR,310.0,Bookcases & shelving units,IKEA of Sweden,True,30.0,179.0,89.0,"        Shelving unit,          89x30x179 cm"
ENETRI,412.0,Bookcases & shelving units,Niels Gammelgaard,True,33.0,158.0,170.0,"        Shelving unit,          170x158 cm"
BESTA,2470.0,Bookcases & shelving units,IKEA of Sweden,True,42.0,230.0,240.0,"        TV storage combination,          240x42x230 cm"
JONAXEL,160.0,Bookcases & shelving units,IKEA of Sweden,True,51.0,73.0,25.0,"        Frame with mesh baskets/castors,          25x51x73 cm"
BESTA,1725.0,Bookcases & shelving units,IKEA of Sweden/Marcus Arvonen,True,42.0,112.0,180.0,"        Storage combination with doors,          180x42x112 cm"
BILLY / OXBERG,1150.0,Bookcases & shelving units,Gillis Lundgren,True,30.0,202.0,160.0,"        Bookcase,          160x30x202 cm"
