name,price,category,designer,sellable_online,depth,height,width,short_description
LIDHULT,995.0,Sofas & armchairs,Henrik Preutz,True,97.0,95.0,71.0,        1-seat section
NORSBORG,1280.0,Sofas & armchairs,Ehlen Johansson,True,88.0,85.0,88.0,        Corner section
VALLENTUNA,2696.0,Sofas & armchairs,Fredriksson/L Lowenhielm/Hilland/IKEA of Sweden,True,113.0,84.0,186.0,        2-seat modular sofa
GRONLID,2500.0,Sofas & armchairs,Francis Cayouette,True,98.0,104.0,177.0,        2-seat sofa
GRONLID,6110.0,Sofas & armchairs,IKEA of Sweden/Francis Cayouette/Ehlen Johansson,True,98.0,104.0,235.0,"        Corner sofa-bed, 4-seat"
GRONLID,1610.0,Sofas & armchairs,Francis Cayouette,True,164.0,104.0,252.0,"        Cover for corner sofa-bed, 5-seat"
VIMLE,350.0,Sofas & armchairs,Ehlen Johansson,True,164.0,83.0,111.0,        Cover for chaise longue
GRONLID,1445.0,Sofas & armchairs,Francis Cayouette,True,164.0,104.0,81.0,        Chaise longue section
HAVSTEN,3120.0,Sofas & armchairs,Andreas Fredriksson,True,94.0,90.0,260.0,"        3-seat sofa, in/outdoor,          260x94x90 cm"
FLOTTEBO,2156.0,Sofas & armchairs,C Halskov/H Dalsgaard,True,120.0,79.0,200.0,"        Sofa-bed,          120 cm"
LIDHULT,4495.0,Sofas & armchairs,Henrik Preutz,True,164.0,102.0,279.0,        3-seat sofa
POANG,375.0,Sofas & armchairs,Noboru Nakamura,True,54.0,39.0,68.0,        Footstool
VIMLE,1900.0,Sofas & armchairs,Ehlen Johansson,True,98.0,80.0,235.0,"        Cover for corner sofa, 4-seat"
KIVIK,6400.0,Sofas & armchairs,Ola Wihlborg,True,163.0,83.0,318.0,        4-seat sofa
LIDHULT,4040.0,Sofas & armchairs,IKEA of Sweden/Henrik Preutz,True,98.0,102.0,208.0,        2-seat sofa-bed
LIDHULT,2195.0,Sofas & armchairs,Henrik Preutz,True,98.0,95.0,211.0,        3-seat section
KIVIK,6160.0,Sofas & armchairs,Ola Wihlborg,True,163.0,83.0,280.0,        3-seat sofa
KIVIK,2650.0,Sofas & armchairs,Ola Wihlborg,True,94.0,83.0,234.0,        Corner section
LIDHULT,2320.0,Sofas & armchairs,Henrik Preutz,True,164.0,95.0,90.0,        Chaise longue section
HAVSTEN,2975.0,Sofas & armchairs,Andreas Fredriksson,True,94.0,90.0,245.0,"        3-seat sofa, in/outdoor,          245x94x90 cm"
GRONLID,4100.0,Sofas & armchairs,Francis Cayouette,True,164.0,104.0,258.0,        3-seat sofa
LANDSKRONA,1800.0,Sofas & armchairs,IKEA of Sweden/Tord Bjorklund,True,158.0,78.0,78.0,"        Chaise longue, add-on unit"
GRONLID,3760.0,Sofas & armchairs,Francis Cayouette/Ehlen Johansson,True,98.0,104.0,235.0,"        Corner sofa, 3-seat"
LIDHULT,356.0,Sofas & armchairs,Henrik Preutz,True,98.0,62.0,24.0,        Armrest
GRONLID,2045.0,Sofas & armchairs,Ehlen Johansson/Francis Cayouette,True,98.0,104.0,211.0,        3-seat section
LIDHULT,6295.0,Sofas & armchairs,Henrik Preutz,True,164.0,102.0,369.0,        4-seat sofa
GRONLID,4800.0,Sofas & armchairs,Francis Cayouette,True,98.0,104.0,235.0,"        Corner sofa, 3-seat"
LYCKSELE HAVET,1645.0,Sofas & armchairs,IKEA of Sweden,True,100.0,87.0,142.0,        Two-seat sofa-bed
GRONLID,3540.0,Sofas & armchairs,IKEA of Sweden/Francis Cayouette,True,98.0,104.0,160.0,        2-seat sofa-bed section
HEMNES,2195.0,Sofas & armchairs,IKEA of Sweden/Carina Bengs,True,70.0,18.0,89.0,"        Day-bed w 3 drawers/2 mattresses,          80x200 cm"
LIDHULT,3908.0,Sofas & armchairs,Henrik Preutz,True,98.0,102.0,259.0,        3-seat sofa
GRONLID,2700.0,Sofas & armchairs,Francis Cayouette,True,98.0,104.0,247.0,        3-seat sofa
KIVIK,3560.0,Sofas & armchairs,Ola Wihlborg,True,95.0,83.0,190.0,        Two-seat sofa
GRONLID,8900.0,Sofas & armchairs,Francis Cayouette,True,252.0,104.0,327.0,"        U-shaped sofa, 6 seat"
LIDHULT,4841.0,Sofas & armchairs,Henrik Preutz/IKEA of Sweden,True,97.0,95.0,160.0,        2-seat sofa-bed section
GRONLID,960.0,Sofas & armchairs,Francis Cayouette,True,164.0,104.0,328.0,        Cover for 4-seat sofa
VIMLE,4010.0,Sofas & armchairs,Ehlen Johansson,True,98.0,83.0,235.0,"        Corner sofa, 3-seat"
HAVSTEN,4070.0,Sofas & armchairs,Andreas Fredriksson,True,94.0,90.0,341.0,"        4-seat sofa, in/outdoor,          341x94x90 cm"
GRONLID,4270.0,Sofas & armchairs,Francis Cayouette/IKEA of Sweden/Ehlen Johansson,True,98.0,104.0,231.0,        3-seat sofa-bed
LIDHULT,3140.0,Sofas & armchairs,Henrik Preutz/IKEA of Sweden,True,97.0,95.0,160.0,        2-seat sofa-bed section
VIMLE,3875.0,Sofas & armchairs,IKEA of Sweden/Ehlen Johansson,True,98.0,83.0,246.0,        3-seat sofa-bed
GRONLID,2100.0,Sofas & armchairs,Francis Cayouette,True,94.0,104.0,211.0,        3-seat section
LIDHULT,5040.0,Sofas & armchairs,Henrik Preutz,True,98.0,102.0,275.0,"        Corner sofa, 4-seat"
LIDHULT,5553.0,Sofas & armchairs,IKEA of Sweden/Henrik Preutz,True,98.0,102.0,208.0,        2-seat sofa-bed
HAVSTEN,3925.0,Sofas & armchairs,Andreas Fredriksson,True,94.0,90.0,326.0,"        4-seat sofa, in/outdoor,          326x94x90 cm"
DELAKTIG,1500.0,Sofas & armchairs,Tom Dixon,True,84.0,45.0,94.0,"        Platform, armchair"
GRONLID,7400.0,Sofas & armchairs,Francis Cayouette,True,164.0,104.0,252.0,"        Corner sofa, 5-seat"
LIDHULT,7873.0,Sofas & armchairs,Henrik Preutz/IKEA of Sweden,True,164.0,102.0,298.0,        3-seat sofa-bed
GRONLID,6000.0,Sofas & armchairs,Francis Cayouette,True,98.0,104.0,322.0,"        Corner sofa, 5-seat"
GRONLID,300.0,Sofas & armchairs,Francis Cayouette,True,93.0,68.0,18.0,        Armrest
LIDHULT,5810.0,Sofas & armchairs,Henrik Preutz,True,98.0,102.0,275.0,"        Corner sofa, 5-seat"
VIMLE,1260.0,Sofas & armchairs,Ehlen Johansson,True,93.0,83.0,93.0,        Corner section
GRONLID,1600.0,Sofas & armchairs,Francis Cayouette,True,164.0,104.0,81.0,        Chaise longue section
NORSBORG,340.0,Sofas & armchairs,Ehlen Johansson,True,88.0,52.0,16.0,        Armrest
GRONLID,5700.0,Sofas & armchairs,Francis Cayouette,True,164.0,104.0,339.0,        4-seat sofa
LIDHULT,6228.0,Sofas & armchairs,Henrik Preutz,True,164.0,102.0,349.0,        4-seat sofa
BRIMNES,1685.0,Sofas & armchairs,K Hagberg/M Hagberg/IKEA of Sweden,True,53.0,21.0,86.0,"        Day-bed w 2 drawers/2 mattresses,          80x200 cm"
GRONLID,1045.0,Sofas & armchairs,Francis Cayouette/Ehlen Johansson,True,93.0,104.0,93.0,        Corner section
GRONLID,1900.0,Sofas & armchairs,Francis Cayouette,True,94.0,104.0,141.0,        2-seat section
LIDHULT,3196.0,Sofas & armchairs,Henrik Preutz,True,98.0,95.0,211.0,        3-seat section
VIMLE,2945.0,Sofas & armchairs,Ehlen Johansson/IKEA of Sweden,True,98.0,83.0,160.0,        2-seat sofa-bed section
LIDHULT,7748.0,Sofas & armchairs,Henrik Preutz,True,164.0,102.0,369.0,        4-seat sofa
GRONLID,5600.0,Sofas & armchairs,Francis Cayouette,True,98.0,104.0,235.0,"        Corner sofa, 4-seat"
LIDHULT,2396.0,Sofas & armchairs,Henrik Preutz,True,98.0,95.0,141.0,        2-seat section
GRONLID,5800.0,Sofas & armchairs,Francis Cayouette,True,98.0,104.0,252.0,"        Corner sofa, 4-seat"
GRONLID,1400.0,Sofas & armchairs,Francis Cayouette,True,93.0,104.0,93.0,        Corner section
SKADIS,80.0,Tables & desks,Eva Lilja Lowenhielm,True,12.0,56.0,36.0,"        Pegboard combination,          36x56 cm"
MICKE,276.0,Tables & desks,Henrik Preutz,True,50.0,75.0,105.0,"        Desk,          105x50 cm"
MALM,375.0,Tables & desks,Eva Lilja Lowenhielm,True,41.0,78.0,120.0,"        Dressing table,          120x41 cm"
MICKE,175.0,Tables & desks,Henrik Preutz,True,50.0,75.0,73.0,"        Desk,          73x50 cm"
KNARREVIK,39.0,Tables & desks,IKEA of Sweden,True,28.0,45.0,37.0,"        Bedside table,          37x28 cm"
VITTSJO,159.0,Tables & desks,Johan Kroon,True,36.0,74.0,100.0,"        Laptop table,          100x36 cm"
VITTSJO,129.0,Tables & desks,Johan Kroon,True,55.0,65.0,35.0,"        Laptop stand,          35x65 cm"
KALLAX,450.0,Tables & desks,IKEA of Sweden/Tord Bjorklund,True,159.0,147.0,77.0,"        Desk combination,          77x147x159 cm"
LILLASEN,625.0,Tables & desks,Mikael Axelsson,True,32.0,74.0,49.0,"        Desk,          102x49 cm"
MICKE,395.0,Tables & desks,Henrik Preutz,True,50.0,75.0,142.0,"        Desk,          142x50 cm"
FJALLBO,295.0,Tables & desks,Johan Kroon,True,36.0,75.0,100.0,"        Laptop table,          100x36 cm"
LOMMARP,545.0,Tables & desks,Francis Cayouette,True,54.0,90.0,90.0,"        Desk,          90x54 cm"
MICKE,451.0,Tables & desks,Henrik Preutz,True,50.0,140.0,105.0,"        Desk,          105x50 cm"
SMAGORA,95.0,Tables & desks,IKEA of Sweden,True,25.0,88.0,29.0,"        Shelf unit,          29x88 cm"
ALEX,200.0,Tables & desks,Johanna Asshoff,True,27.0,10.0,120.0,"        Add-on unit,          120x10 cm"
HEMNES,595.0,Tables & desks,Carina Bengs,True,50.0,159.0,100.0,"        Dressing table with mirror,          100x50 cm"
ALEX,795.0,Tables & desks,Johanna Asshoff,True,60.0,76.0,131.0,"        Desk,          131x60 cm"
STUVA,175.0,Tables & desks,Ebba Strandmark,True,50.0,50.0,90.0,"        Bench,          90x50x50 cm"
KULLEN,89.0,Tables & desks,IKEA of Sweden,True,40.0,49.0,35.0,"        Chest of 2 drawers,          35x49 cm"
HEMNES,795.0,Tables & desks,IKEA of Sweden,True,47.0,75.0,120.0,"        Desk with 2 drawers,          120x47 cm"
PAHL,125.0,Tables & desks,S Fager/J Jelinek,True,17.0,60.0,64.0,"        Desk top shelf,          64x60 cm"
BRIMNES,155.0,Tables & desks,IKEA of Sweden,True,41.0,53.0,39.0,"        Bedside table,          39x41 cm"
HEMNES,225.0,Tables & desks,Nike Karlsson,True,35.0,70.0,46.0,"        Bedside table,          46x35 cm"
NORDKISA,245.0,Tables & desks,L Hilland/J Karlsson,True,40.0,67.0,40.0,"        Bedside table,          40x40 cm"
BRIMNES,345.0,Tables & desks,K Hagberg/M Hagberg,True,42.0,77.0,70.0,"        Dressing table,          70x42 cm"
ISBERGET,10.0,Tables & desks,Sarah Fager,True,25.0,9.0,25.0,"        Tablet stand,          25x25 cm"
NORBERG,225.0,Tables & desks,Marcus Arvonen,True,60.0,43.0,74.0,"        Wall-mounted drop-leaf table,          74x60 cm"
BRUSALI,295.0,Tables & desks,IKEA of Sweden,True,52.0,73.0,90.0,"        Desk,          90x52 cm"
NIKKEBY,295.0,Tables & desks,L Hilland/J Karlsson,True,49.0,70.0,46.0,"        Chest of 2 drawers,          46x70 cm"
TYSSEDAL,750.0,Tables & desks,Ebba Strandmark,True,51.0,86.0,120.0,"        Dressing table,          120x51 cm"
TRYSIL,175.0,Tables & desks,K Hagberg/M Hagberg,True,40.0,53.0,45.0,"        Bedside table,          45x40 cm"
BRUSALI,325.0,Tables & desks,IKEA of Sweden,True,73.0,73.0,120.0,"        Corner desk,          120x73 cm"
PAHL,100.0,Tables & desks,S Fager/J Jelinek,True,17.0,39.0,64.0,"        Add-on unit,          64x39 cm"
NORDKISA,476.0,Tables & desks,L Hilland/J Karlsson,True,47.0,79.0,76.0,"        Dressing table,          76x47 cm"
KORNSJO,745.0,Tables & desks,Ebba Strandmark,True,47.0,187.0,70.0,"        Cabinet with mirror,          70x47 cm"
BRADA,15.0,Tables & desks,Sarah Fager,True,31.0,9.0,42.0,"        Laptop support,          42x31 cm"
KORNSJO,195.0,Tables & desks,Ebba Strandmark,True,35.0,63.0,50.0,"        Side table,          50x35 cm"
ASKVOLL,175.0,Tables & desks,K Hagberg/M Hagberg,True,41.0,48.0,41.0,"        Chest of 2 drawers,          41x48 cm"
ALEX,345.0,Tables & desks,Johanna Asshoff,True,58.0,70.0,36.0,"        Drawer unit,          36x70 cm"
KULLABERG,695.0,Tables & desks,Ebba Strandmark,True,70.0,75.0,110.0,"        Desk,          110x70 cm"
VILTO,87.0,Tables & desks,Maja Ganszyniec,True,30.0,45.0,48.0,"        Storage stool,          45 cm"
MALM,165.0,Tables & desks,IKEA of Sweden,True,48.0,55.0,40.0,"        Chest of 2 drawers,          40x55 cm"
BYLLAN,69.0,Tables & desks,IKEA of Sweden,True,38.0,8.0,51.0,        Laptop support
VIGGJA,99.0,Tables & desks,Henrik Preutz,True,50.0,74.0,37.0,"        Tray stand,          37x50x74 cm"
SVALNAS,620.0,Tables & desks,Jon Karlsson,True,35.0,176.0,86.0,"        Wall-mounted workspace combination,          86x35x176 cm"
TYSSEDAL,925.0,Tables & desks,Ebba Strandmark,True,51.0,144.0,120.0,"        Dressing table with mirror,          120x51 cm"
LERBERG,45.0,Tables & desks,IKEA of Sweden,True,39.0,70.0,60.0,"        Trestle,          70x60 cm"
BESTA BURS,895.0,Tables & desks,702.453.39 Can be placed in the middle of a room because the back is finished.The high-gloss surfaces reflect light and give a vibrant look.,True,40.0,74.0,120.0,"        Desk,          120x40 cm"
SYVDE,595.0,Tables & desks,IKEA of Sweden,True,48.0,78.0,100.0,"        Dressing table,          100x48 cm"
ARKELSTORP,595.0,Tables & desks,Ebba Strandmark,True,40.0,75.0,80.0,"        Window table,          80x40x75 cm"
ONSKLIG,59.0,Tables & desks,Monika Mulder,True,23.0,26.0,27.0,        Stor baskets changing tbl set of 4
SONGESAND,155.0,Tables & desks,IKEA of Sweden,True,40.0,55.0,42.0,"        Bedside table,          42x40 cm"
LISABO,745.0,Tables & desks,K Hagberg/M Hagberg,True,45.0,74.0,118.0,"        Desk,          118x45 cm"
SETSKOG,159.0,Tables & desks,K Hagberg/M Hagberg,True,35.0,65.0,45.0,"        Bedside table,          45x35 cm"
KNOTTEN,556.0,Tables & desks,K Hagberg/M Hagberg,True,48.0,105.0,62.0,        Standing desk
BEKANT,1389.0,Tables & desks,Eva Lilja Lowenhielm/IKEA of Sweden,True,45.0,101.0,61.0,"        Storage unit with smart lock,          61x101 cm"
TYSSEDAL,325.0,Tables & desks,Ebba Strandmark,True,40.0,59.0,51.0,"        Bedside table,          51x40 cm"
MICKE,175.0,Tables & desks,Henrik Preutz,True,16.0,65.0,105.0,"        Add-on unit high,          105x65 cm"
ODDVALD,75.0,Tables & desks,IKEA of Sweden,True,70.0,70.0,42.0,"        Trestle,          70x70 cm"
HEMNES,1196.0,Tables & desks,Carina Bengs,True,65.0,74.0,155.0,"        Desk,          155x65 cm"
SLAKT,295.0,Tables & desks,Ebba Strandmark,True,53.0,35.0,62.0,"        Storage box with castors,          62x62x35 cm"
TRANARO,95.0,Tables & desks,Ola Wihlborg,True,41.0,43.0,56.0,"        Stool/side table, in/outdoor,          56x41x43 cm"
GODVIN,25.0,Tables & desks,IKEA of Sweden,True,3.0,70.0,4.0,        Leg
EKET,80.0,Tables & desks,Jon Karlsson/IKEA of Sweden,True,25.0,35.0,35.0,"        Wall-mounted shelving unit,          35x25x35 cm"
SMAGORA,370.0,Tables & desks,IKEA of Sweden,True,40.0,91.0,60.0,        Changing tbl/bookshelf w 1 shlf ut
ALEX,275.0,Tables & desks,Johanna Asshoff,True,58.0,70.0,36.0,"        Storage unit,          36x70 cm"
SMAGORA,275.0,Tables & desks,IKEA of Sweden,True,40.0,91.0,60.0,        Changing table/bookshelf
BJORKSNAS,395.0,Tables & desks,K Hagberg/M Hagberg,True,38.0,8.0,48.0,"        Bedside table,          48x38 cm"
BEKANT,905.0,Tables & desks,Eva Lilja Lowenhielm,True,45.0,61.0,41.0,"        Storage unit on castors,          41x61 cm"
HEMNES,375.0,Tables & desks,Carina Bengs,True,38.0,66.0,54.0,"        Chest of 2 drawers,          54x66 cm"
BEKANT,1495.0,Tables & desks,Eva Lilja Lowenhielm,True,45.0,134.0,121.0,"        Shelving unit,          121x134 cm"
KLIMPEN,345.0,Tables & desks,Tina Christensen,True,33.0,70.0,58.0,"        Table leg with storage,          58x70 cm"
TYSSEDAL,395.0,Tables & desks,Ebba Strandmark,True,42.0,45.0,70.0,        Storage stool
BEKANT,939.0,Tables & desks,Eva Lilja Lowenhielm/IKEA of Sweden,True,45.0,61.0,41.0,"        Storage unit with smart lock,          41x61 cm"
KLIMPEN,200.0,Tables & desks,Tina Christensen,True,23.0,23.0,58.0,"        Add-on unit,          58x23 cm"
ARKELSTORP,945.0,Tables & desks,Ebba Strandmark,True,70.0,74.0,140.0,"        Desk,          140x70 cm"
STUVA / FRITIDS,810.0,Tables & desks,Ebba Strandmark/IKEA of Sweden,True,79.0,102.0,90.0,"        Changing table with drawers,          90x79x102 cm"
INGATORP,695.0,Tables & desks,Carina Bengs,True,50.0,74.0,73.0,"        Desk,          73x50 cm"
VIKHAMMER,395.0,Tables & desks,Marcus Arvonen,True,39.0,7.0,60.0,"        Bedside table,          60x39 cm"
STUVA,545.0,Tables & desks,IKEA of Sweden,True,79.0,102.0,90.0,        Changing table/desk
BEKANT,1255.0,Tables & desks,Eva Lilja Lowenhielm,True,45.0,101.0,61.0,"        Storage unit on castors,          61x101 cm"
KALLAX,755.0,Tables & desks,Tord Bjorklund/IKEA of Sweden,True,159.0,147.0,147.0,"        Desk combination,          147x147x159 cm"
SVALNAS,1840.0,Tables & desks,Jon Karlsson,True,35.0,176.0,233.0,"        Wall-mounted workspace combination,          233x35x176 cm"
BEKANT,1039.0,Tables & desks,IKEA of Sweden/Eva Lilja Lowenhielm,True,45.0,101.0,41.0,"        Storage unit with smart lock,          41x101 cm"
EKET,94.0,Tables & desks,Jon Karlsson/IKEA of Sweden,True,35.0,35.0,35.0,"        Wall-mounted shelving unit,          35x35x35 cm"
NORDLI,425.0,Tables & desks,Ola Wihlborg,True,50.0,67.0,30.0,"        Bedside table,          30x50 cm"
BEKANT,1294.0,Tables & desks,Eva Lilja Lowenhielm,True,45.0,101.0,61.0,"        Storage unit on legs,          61x101 cm"
SMAGORA,465.0,Tables & desks,IKEA of Sweden,True,40.0,91.0,60.0,        Changing tbl/bookshelf w 2 shlf ut
BEKANT,844.0,Tables & desks,Eva Lilja Lowenhielm,True,45.0,61.0,41.0,"        Storage unit on legs,          41x61 cm"
BEKANT,1105.0,Tables & desks,Eva Lilja Lowenhielm,True,45.0,101.0,41.0,"        Storage unit on castors,          41x101 cm"
GULLIVER,795.0,Tables & desks,IKEA of Sweden,True,54.0,93.0,82.0,        Changing table
STUVA / FOLJA,825.0,Tables & desks,IKEA of Sweden/Ebba Strandmark,True,79.0,102.0,90.0,"        Changing table with 4 drawers,          90x79x102 cm"
SVALNAS,660.0,Tables & desks,Jon Karlsson,True,35.0,176.0,86.0,"        Wall-mounted storage combination,          86x35x176 cm"
BEKANT,1350.0,Tables & desks,IKEA of Sweden/Eva Lilja Lowenhielm,True,45.0,101.0,61.0,"        Storage unit with smart lock,          61x101 cm"
KLIMPEN,495.0,Tables & desks,Tina Christensen,True,58.0,70.0,33.0,"        Drawer unit,          33x70 cm"
BEKANT,1044.0,Tables & desks,Eva Lilja Lowenhielm,True,45.0,101.0,41.0,"        Storage unit on legs,          41x101 cm"
SVALNAS,1830.0,Tables & desks,Jon Karlsson,True,35.0,176.0,213.0,"        Wall-mounted workspace combination,          213x35x176 cm"
BEKANT,1000.0,Tables & desks,Eva Lilja Lowenhielm/IKEA of Sweden,True,45.0,61.0,41.0,"        Storage unit with smart lock,          41x61 cm"
SVALNAS,1245.0,Tables & desks,Jon Karlsson,True,35.0,176.0,150.0,"        Wall-mounted workspace combination,          150x35x176 cm"
BEKANT,1100.0,Tables & desks,IKEA of Sweden/Eva Lilja Lowenhielm,True,45.0,101.0,41.0,"        Storage unit with smart lock,          41x101 cm"
VESKEN,39.0,Trolleys,David Wahl,False,18.0,71.0,54.0,"        Trolley,          54x18x71 cm"
GRUNDTAL,195.0,Trolleys,K Hagberg/M Hagberg,True,24.0,77.0,48.0,"        Trolley,          48x24x77 cm"
VADHOLMA,2295.0,Trolleys,Ebba Strandmark,True,79.0,90.0,126.0,"        Kitchen island with rack,          126x79x193 cm"
TORNVIKEN,995.0,Trolleys,Ebba Strandmark,True,52.0,90.0,72.0,"        Kitchen island,          72x52 cm"
VIGGJA,99.0,Trolleys,Henrik Preutz,True,50.0,74.0,37.0,"        Tray stand,          37x50x74 cm"
VADHOLMA,400.0,Trolleys,Ebba Strandmark,True,32.0,146.0,143.0,        Rack for kitchen island
VADHOLMA,1495.0,Trolleys,Ebba Strandmark,True,62.0,90.0,79.0,"        Kitchen island,          79x63x90 cm"
VADHOLMA,1895.0,Trolleys,Ebba Strandmark,True,79.0,90.0,126.0,"        Kitchen island,          126x79x90 cm"
TORNVIKEN,995.0,Trolleys,Ebba Strandmark,True,52.0,90.0,72.0,"        Kitchen island,          72x52 cm"
BESTA,820.0,TV & media furniture,Carl Ojerstam/IKEA of Sweden,True,42.0,48.0,120.0,"        TV bench with drawers,          120x42x48 cm"
BESTA / EKET,1578.0,TV & media furniture,IKEA of Sweden/Jon Karlsson,True,42.0,210.0,300.0,"        Cabinet combination for TV,          300x42x210 cm"
BESTA,1000.0,TV & media furniture,IKEA of Sweden,True,42.0,38.0,180.0,"        TV bench with doors,          180x42x38 cm"
LACK,50.0,TV & media furniture,IKEA of Sweden,True,26.0,45.0,90.0,"        TV bench,          90x26x45 cm"
LACK,249.0,TV & media furniture,IKEA of Sweden,True,55.0,35.0,149.0,"        TV bench,          149x55x35 cm"
BRIMNES,595.0,TV & media furniture,K Hagberg/M Hagberg,True,41.0,53.0,180.0,"        TV bench,          180x41x53 cm"
BYAS,476.0,TV & media furniture,Marcus Arvonen,True,42.0,45.0,160.0,"        TV bench,          160x42x45 cm"
FJALLBO,595.0,TV & media furniture,Johan Kroon,True,36.0,54.0,150.0,"        TV bench,          150x36x54 cm"
BRUSALI,295.0,TV & media furniture,IKEA of Sweden,True,36.0,62.0,120.0,"        TV bench,          120x36x62 cm"
LIATORP,745.0,TV & media furniture,Carina Bengs,True,49.0,45.0,145.0,"        TV bench,          145x49x45 cm"
BRIMNES,1635.0,TV & media furniture,K Hagberg/M Hagberg,True,41.0,190.0,320.0,"        TV storage combination/glass doors,          320x41x190 cm"
VITTSJO,245.0,TV & media furniture,Johan Kroon,True,36.0,53.0,100.0,"        TV bench,          100x36x53 cm"
BESTA,170.0,TV & media furniture,IKEA of Sweden,True,40.0,38.0,120.0,"        Frame,          120x40x38 cm"
HEMNES,995.0,TV & media furniture,Carina Bengs,True,47.0,57.0,148.0,"        TV bench,          148x47x57 cm"
BESTA,2470.0,TV & media furniture,IKEA of Sweden,True,42.0,230.0,240.0,"        TV storage combination,          240x42x230 cm"
BRIMNES,425.0,TV & media furniture,K Hagberg/M Hagberg,True,41.0,53.0,120.0,"        TV bench,          120x41x53 cm"
LAPPLAND,695.0,TV & media furniture,IKEA of Sweden,True,39.0,147.0,183.0,"        TV storage unit,          183x39x147 cm"
STOCKHOLM,1695.0,TV & media furniture,Ola Wihlborg,True,40.0,50.0,160.0,"        TV bench,          160x40x50 cm"
VITTSJO,695.0,TV & media furniture,Johan Kroon,True,36.0,175.0,202.0,"        TV storage combination,          202x36x175 cm"
BRIMNES,990.0,TV & media furniture,K Hagberg/M Hagberg,True,41.0,95.0,258.0,"        TV storage combination,          258x41x95 cm"
BRUSALI,345.0,TV & media furniture,IKEA of Sweden,True,36.0,85.0,120.0,"        TV bench,          120x36x85 cm"
MOSJO,175.0,TV & media furniture,IKEA of Sweden,True,40.0,38.0,90.0,"        TV bench,          90x40x38 cm"
BESTA,1400.0,TV & media furniture,IKEA of Sweden,True,42.0,74.0,180.0,"        Storage combination with doors,          180x42x74 cm"
FJALLBO,1090.0,TV & media furniture,Johan Kroon,True,36.0,95.0,250.0,"        TV storage combination,          250x36x95 cm"
BESTA,1090.0,TV & media furniture,Marcus Arvonen/IKEA of Sweden,True,40.0,48.0,180.0,"        TV bench,          180x40x48 cm"
LIATORP,1140.0,TV & media furniture,Carina Bengs,True,49.0,45.0,145.0,"        TV storage combination,          145x49 cm"
PLATSA,355.0,TV & media furniture,IKEA of Sweden/Ola Wihlborg,True,42.0,53.0,120.0,"        TV bench,          120x42x53 cm"
BESTA,1700.0,TV & media furniture,IKEA of Sweden,True,42.0,74.0,240.0,"        TV bench with doors and drawers,          240x42x74 cm"
BESTA,1765.0,TV & media furniture,IKEA of Sweden/Marcus Arvonen,True,42.0,190.0,240.0,"        TV storage combination/glass doors,          240x42x190 cm"
BESTA BURS,1195.0,TV & media furniture,Mikael Warnhammar,True,41.0,49.0,180.0,"        TV bench,          180x41x49 cm"
BESTA,990.0,TV & media furniture,IKEA of Sweden,True,40.0,38.0,180.0,"        TV bench,          180x40x38 cm"
BESTA,2980.0,TV & media furniture,IKEA of Sweden/Marcus Arvonen,True,42.0,230.0,240.0,"        TV storage combination/glass doors,          240x42x230 cm"
BESTA,920.0,TV & media furniture,IKEA of Sweden/Carl Ojerstam,True,42.0,74.0,120.0,"        Storage combination with doors,          120x42x74 cm"
BRIMNES,870.0,TV & media furniture,K Hagberg/M Hagberg,True,41.0,190.0,180.0,"        TV storage combination,          180x41x190 cm"
BESTA / EKET,1719.0,TV & media furniture,Jon Karlsson/IKEA of Sweden,True,40.0,220.0,210.0,"        Cabinet combination for TV,          210x40x220 cm"
HAVSTA,995.0,TV & media furniture,IKEA of Sweden,True,47.0,62.0,160.0,"        TV bench with plinth,          160x62x47 cm"
IKEA PS,425.0,TV & media furniture,Nicholai Wiig Hansen,True,40.0,63.0,119.0,"        Cabinet,          119x63 cm"
BESTA,1390.0,TV & media furniture,IKEA of Sweden/Marcus Arvonen,True,42.0,74.0,180.0,"        TV bench with drawers,          180x42x74 cm"
BESTA,4260.0,TV & media furniture,IKEA of Sweden,True,40.0,230.0,300.0,"        TV storage combination/glass doors,          300x40x230 cm"
PLATSA,357.0,TV & media furniture,IKEA of Sweden,True,42.0,44.0,160.0,"        TV bench,          160x42x44 cm"
BESTA,510.0,TV & media furniture,IKEA of Sweden,True,40.0,48.0,120.0,"        TV bench,          120x40x48 cm"
BRIMNES,1265.0,TV & media furniture,K Hagberg/M Hagberg,True,41.0,190.0,258.0,"        TV storage combination,          258x41x190 cm"
MALSJO,1895.0,TV & media furniture,Carina Bengs,True,48.0,59.0,160.0,"        TV bench with sliding doors,          160x48x59 cm"
BESTA,1824.5,TV & media furniture,IKEA of Sweden,True,40.0,192.0,180.0,"        TV storage combination/glass doors,          180x40x192 cm"
HAVSTA,4175.0,TV & media furniture,IKEA of Sweden,True,47.0,212.0,322.0,"        TV storage combination/glass doors,          322x47x212 cm"
BESTA / EKET,1469.0,TV & media furniture,IKEA of Sweden/Jon Karlsson,True,40.0,170.0,180.0,"        Cabinet combination for TV,          180x40x170 cm"
BESTA,1645.0,TV & media furniture,IKEA of Sweden,True,40.0,128.0,240.0,"        TV storage combination/glass doors,          240x40x128 cm"
PLATSA,405.0,TV & media furniture,Ola Wihlborg/IKEA of Sweden,True,42.0,54.0,160.0,"        TV bench,          160x42x54 cm"
